,title,text,date
138,인공지능으로 오래된 사진 화질 개선 _ Upscayl,"인공지능 기술을 활용하여 사진의 화질을 개선하는 UpScayl을 이용하여 범일동 1953년 철길옆을 지나는 사람들 사진의 화질을... #범일동 #Upscayl #인공지능 #화질 #개선 서양인이 그린 고종의 모습입니다. 왼쪽이 업스케일링한 이미지, 원본이 원본...",2023.10.11.
139,채혈측정부터 모바일 앱을 통한 사전감지까지 '인공지능을 통한...,"진단에서 예방, 그리고 인공장기까지 헬스케어 과학기술을 진일보 중입니다. 진단부터 예방을 이어 이제는 유관분야의 인공장기까지 인공지능에 기반한 헬스케어의 영역은 무궁무진합니다. 당뇨병에 이어 다른 성인병과 합병증도 헬스케어 과학기술이 해결할 수 있기를 희망합니다.",2023.08.08.
140,[수원cctv] 심플한 인테리어를 해치지 않는 카페 인공지능cctv,"컴팩트한 사이즈여도 인공지능 기능은 확실합니다. 안녕하세요 인공지능 경기cctv 수원cctv 설치 전문 자비스넷입니다. 현대인의 일상 중 일부분이 되어버린 카페, 대한민국엔 다양한 카페가 존재하는데요. 어느 공간이든 사람이 존재하고 물건이 존재하며 그로 인한 절도...",2023.10.09.
141,"앱개발, 인공지능, 증강현실, 핀테크 등 약 3만 건 수록","오늘은 핀테크기업, 인공지능기업, 앱개발업체, 어플리케이션개발과 관련된 정보를 담고 있는 2023 4차산업 기업·스타트업 주소록에... 게임 소프트웨어 개발 및 공급업부터 호스팅 및 관련 서비스업까지 총 21개의 업종별로 분류했기 때문에 핀테크기업, 기업...",2023.10.16.
142,서울 도시제조업 문제해결 인공지능(AI) 아이디어 경진대회...,안녕하세요 서울경제진흥원 SBA입니다 오늘은 서울 도시 제조업 문제해결 인공지능(AI) 아이디어 경진대회 참가자 모집 공고 소식을... 서울 도시제조업의 문제 해결을 위한 인공지능(AI) 아이디어 경진대회 ✅️ 공모분야 AI를 활용한 서울 도시제조업 문제해결 혁신 아이디어...,2023.09.26.
143,"인공지능 데이터라벨링, 내일배움카드 신청 가능한 크라우드웍스","인공지능 데이터라벨링, 내일배움카드 신청 가능한 크라우드웍스 안녕하세요. 사진&IT 크리에이터 자유분방입니다. 요즘은 뉴스를 보다 보면 인공지능 로봇이 아르바이트를 몇 명을 대체했다는 등의 뉴스가 나오게 됩니다. AI 은 일하기 편하게 하기 위해서 만들어지는...",2023.05.30.
144,인공지능 프로그래밍을 위한 코드 위스퍼러 비주얼 스튜디오...,바로 인공지능 AI 기반으로 코딩툴의 등장입니다. 마이크로소프트의 코 파일럿은 매달 10달러를 내야 하지만 아마존의 코드 위스퍼러의 경우 무료로 사용할 수 있습니다. 인공지능 프로그래밍 툴 코드 위스퍼러 설치 마이크로소프트 코 파일럿의 경우 비주얼...,2023.07.31.
145,"신개념의 맛집 검색 방법, 인공지능 빙으로 맛집 검색하기",#인공지능맛집검색 #빙으로맛집검색 #신개념맛집찾기 안녕하세요. 인공지능과 빅데이터를 이용해서 상권분석과 온라인마케팅을 알려드리는 김영갑 교수입니다. 오늘은 인공지능 챗봇 마이크로소프트 빙을 이용해서 맛집을 검색하는 다양한 사례를 설명드리도록 하겠습니다. 맛집...,2023.09.02.
146,"파파코 인공지능 AI 투자해 보고, 출석체크로 앱테크까지!","최근 인공지능 기반 AI 투자 플랫폼들이 많이 생겨나고 있는데요. 파파코에서는 투자뿐만 아니라 출석 체크를 통한 포인트 지급... 파파코는 인공지능 AI로 개발된 트레이딩 프로그램인데요. 요즘 챗 GPT나 AI, 로봇 기술에 대한 개발이 엄청나게 진행되고 있죠. 세상에 나와있는...",2023.10.06.
147,[Specialized Info] 인공지능과 의료기기,질병 진단 인공지능 개발 '붐' 인공지능(AI)이 4차 산업혁명의 핵심으로 부상한 가운데 바이오헬스 분야에서도 AI를 접목한 서비스를 개발하기 위해 국내외 많은 회사와 연구진들이 나서고 있습니다. 특히 우리나라는 탄탄한 정보통신기술(ICT) 인프라와 단일건강보험체제로...,2023.08.03.
148,제조업 분야에서 인공지능이 영향을 미칠 영향,"하나인 인공지능(AI)에 초점을 맞추고 있습니다. 아직 정확한 범위는 알려지지 않았지만 AI가 노동 시장에 상당한 영향을 미칠 가능성이 있다는 것은 더 이상 비밀이 아닙니다. OECD 보고서에 따르면, 인공지능은 ""범용 기술""이기 때문에, 거의 모든 분야와 직업이 영향을...",2023.07.26.
149,뤼튼 사용법 4 - 자주 쓰는 문구 저장하기 / 인공지능 강의,"뉴미디어캠퍼스에선 뤼튼, 챗gpt와 같은 인공지능 플랫폼을 활용한 SNS 콘텐츠 제작 강의를 진행하고 있습니다. 자세한 인공지능 강의 문의와 SNS 마케팅 강사 소개는 포스팅 하단 링크를 참고해주세요! 지난 뤼튼 사용법 3에선 pdf 파일을 업로드 해서 분석하는 법에 대해...",2023.08.04.
150,"[부천cctv] 더욱 선명한 음식점 보안, 인공지능 400만 화소로","인공지능으로 더욱 똑똑하게 400만 화소로 더욱 선명하게 안녕하세요 경기cctv 부천cctv 설치 전문 업체 자비스넷입니다. 음식점을... 그 중 하나인 보안 역시 챙기는 방법은 여러가지가 있는데요, 요즘은 자가설치부터 인공지능cctv까지 여러가지 선택의 폭으로 넓어졌습니다....",2023.10.06.
151,"미국 교육시장, 인공지능(AI)과 만나다","해외는 지금 신산업으로의 인공지능(AI) 교육산업… 혁신과 기회의 지평을 열다 메타버스(Metaverse), 공간의 의미를 새롭게 해석하다... 그리고 이는 전 세계 산업 전반에 큰 영향을 미치고 있는데 교육산업도 예외는 아니며, (AI)과 교육의 결합을 통해 새로운...",2023.07.29.
152,구글 AI 인공지능 챗봇 바드 사용법,챗gpt를 선두로 마이크로소프트에 이어 구글까지 ai 인공지능 챗봇 바드를 발표했습니다. 그래서 제가 사용법을 간략하게 알려드리려고... 다만 다른 챗봇과 마찬가지로 구글 AI 인공지능 바드 역시 이미지를 따로 보여주지는 않습니다. Bard의 최대 장점이라고 볼 수 있는 부분은...,2023.06.06.
153,"[용인cctv] 대형 비닐하우스, 화훼 매장에 인공지능을 적용하면?","안녕하세요 인공지능 경기cctv 용인cctv 설치 전문 자비스넷입니다. 식집사라는 말, 들어보셨나요? 반려식물을 키우는 분들에게 붙여진... 농장cctv 이러한 고민을 가지신 경기도 용인시 내 대형 화훼 비닐하우스엔 이런 부분을 해결하기 위한 cctv 설치를 진행하였습니다....",2023.10.10.
154,인공지능의 활용 1,"기업들은 여기저기서 챗봇 (인공지능 대화 시스템) 을 사용합니다. 외부 시스템을 쓰는 경우도 있고, 대기업의 경우 자체적으로 구축하기도 합니다. https://www.hitech.co.kr/news/articleView.html?idxno=21273 최근들어 본의아니게 포스코, 그중에서도 광양제철소에 관심을 많이...",2023.10.11.
155,우주항공과 인공지능에 관심있는 학생들 주목!...,국립중앙과학관에서는 초등 4학년 ~ 6학년 또는 동일 연령(11세 ~ 13세) 청소년을 대상으로 인공지능과 우주항공을 주제로 한 여름방학... 4(금) 10:00 2023년 캠프 주제는 <새로운 우주를 누리다 “우주 누리” / 인공지능 + 우주항공>입니다. 캠프에서는 우주항공 관련 전시관...,2023.07.18.
156,인공지능 AI,전세계적으로 인공지능 열품이 대단합니다. 마치 스마트폰이 처음 등장했을 때의 열기입니다. ChatGPT... 인공지능 AI Artificial Intelligence 블핑 제니 사진 편집하시려면 https://clipdrop.co/ 문서 작업은.....Notion...,2023.09.01.
157,인공지능과 함께라면 난도 디자이너! AI 디자이너 양성과정...,"인공지능 활용 기술은 갈수록 더 중요해지고 있어요 할 줄 아느냐 모르냐는 큰 차이인거 아시죠? 인공지능 실력, 정말 놀랄만큼 출중하다구요! 인공지능을 활용기술 습득해 필요한 그림도, 디자인도, 사진도 얻어가세요! AI 디자이너 양성과정 수강생 모집!...",2023.08.14.
158,"지능을 가진 존재가 지켜야 할 약속, 인공지능 윤리",점차 커져가는 인공지능 윤리에 대한 관심 인공지능이 나날이 발전하고 있습니다. 얼마 전까지 인공지능이라고 하면 사람보다 뛰어난 연산능력으로 복잡한 계산을 처리하는 도구로 생각하였습니다. 최근 ChatGPT와 같은 생성형 AI (Generative AI)는 기존의 복잡한 처리능력을...,2023.06.29.
159,"인공지능의 급성장, 급격한 인구감소","글로벌 출산율 저하, 인구감소를 250년전 산업혁명 시기 이후의 인구급증과 대비해서 인공지능 시대의 전환점으로 파악하는게 흥미롭다. 향후 글로벌 경제가 처할 상황은 출산율 저하로 청년층 감소, 노령화 가속으로 인한 부양의 부담이 가중되는 상황을 어떻게...",2023.06.05.
160,[인문학 강의] 인공지능과 미래인문학_'ChatGPT를 활용한...,"충청남도교육청교육연수원(공주시 소재)에서 인공지능과 미래인문학 과정 중 5급 이하 공무원 약 40명을 대상으로 'ChatGPT를 활용한 보고서 작성'에 관한 주제로 강의했습니다. 강의에서는 [인공지능 ChatGPT를 활용해 업무의 효율성을 높이는 방안]으로 보고서, 이메일, 보도자료...",2023.08.20.
161,"인공지능 챗GPT, 빙, 바드, 뤼튼, 클로바X 이용한 소상공인...","소상공인을 위한 블로그 글쓰기 특강 인공지능 챗GPT, 빙, 바드, 뤼튼, 클로바X 중심으로 인공지능을 활용한 블로그 글쓰기는 소상공인에게 시간을 절약하게 도와주고 품질 높은 콘텐츠를 생산하는 좋은 방법입니다. 인공지능으로 생성된 기본 내용을 수정하고 맞춤화하여 브랜드...",2023.08.25.
162,2027년 AI 인공지능 반도체 시장 매출 전망은?,오늘은 '2027년 AI 인공지능 반도체 시장 매출 전망은?' 에 대하여 알아보도록 하겠습니다. 전 세계 인공지능(AI) 반도체 매출이 앞으로 5년간 두 자릿수 이상의 성장률을 지속하며 2배 이상 커질 것이란 분석이 나왔습니다. AI 반도체 시장은 생성형 AI의 발전과 데이터...,2023.08.25.
163,대한민국 초거대 AI 도약… 인공지능을 전 국민 일상 속으로,"생성형 인공지능(AI) '챗GPT'는 23년 상반기 과학기술계의 최대 화두 중 하나였습니다. 이에 정부는 24년도 예산 9090억 원을 투입, 복지... 인공지능을 전 국민 일상 속으로 2024년 9090억 원 투입 2023년 상반기 과학기술계의 최대 화두 중 하나는 미국의 오픈AI가 개발한 생성형...",2023.09.21.
164,AI 인공지능 IoT 삼성 스마트싱스 SmartThings 연결하고...,"삼성 큐브 공기청정기 센서, 네트워크, AI 인공지능 기술을 통해 집안의 가전, 조명, 에너지 관리, 보안까지 제어하여 사용자의 편의성을... 스마트홈으로 구축하는 것을 뛰어넘어 이젠 AI 인공지능으로 더욱 똑똑해진 기능들을 살펴보았어요. 지금 삼성닷컴 홈페이지에 들어가시면...",2023.07.26.
165,반도체 종목 SK하이닉스 주가변동 인공지능 AI 5세대...,SK하이닉스 | 인공지능 AI 5세대 HBM메모리 2차전지 | 전기차 돈버는투자공부 홈카페 라떼아트 안녕하세요 초보주식투자자입니다... SK하이닉스가 인공지능 AI용 5세대 메모리 HBM3E를 개발에 성공하고 엔비디아에 샘플을 공급해 테스트를 거친 후 내년 상반기부터 양산에...,2023.08.22.
166,"인공지능의 진짜 성공이 의미하는 것 (ft. 테슬라, 일론 머스크)","일론 머스크는 이미 2013년부터 인공지능에 관심이 많아 구글의 래리 페이지, 리드 호프먼 허사비스 등과 열띤 토론을 했죠. 페이팔 마피아와 버락 오바마 대통령과도 만나며 인공지능의 위험성과 규제에 대해 알리기도 했습니다. 2015년에는 ChatGPT를 만든 샘 올트먼을 만나...",2023.09.22.
167,[주식분석] 엔비디아 제친 차세대 인공지능 반도체 주식 종목분석,이번 시간에 알아볼 내용은 한동안 인기를 끌었던 엔비디아의 뒤를 이을 차세대 인공지능 반도체 주식에 대한 분석입니다. 반도체 종목을 찾는 사람이라면 엔비디아를 못 들어본 분들은 없습니다. 올해가 시작하면서부터 시작된 챗gpt와 열풍은 엔비디아의...,2023.06.21.
168,파파코 인공지능 AI 투자 플랫폼 미국 지수 ETF 투자 후기,파파코는 자체 개발한 인공지능(AI) 기반의 100% 자동화 펀딩 플랫폼인데요. 2016년부터 2020년까지 약 5년 동안 개발 및 테스트를 거쳤다고 합니다. 처음에는 기업용 인공지능 트레이딩 프로그램을 목표로 하였지만 여의치 않았다고 하는데요. 결국 2020년 6월 15일 법인 설립 및...,2023.10.05.
169,바드 구글 인공지능 얼마나 똑똑할까? 바드 사용법,"얼리어답터 리뷰/IT정보 바드 구글 인공지능 얼마나 똑똑할까? 바드 사용법 by 엔돌슨 2023. 5. 2. 바드 구글 인공지능 얼마나 똑똑할까? 구글에서 만든 인공지능 아시나요? OpenAPI의 챗GPT가 큰 인기를 끌고 있지만, 인공지능의 원조는 테크 1위 기업인 구글이 아닐까...",2023.05.02.
170,"포토샵 2024, 생성형 채우기로 인공지능 경험하기","이번 어도비의 전폭적인 업데이트를 통해 디자인 툴과 인공지능이 절묘하게 결합되었습니다. 지난번에는 일러스트레이터에서 인공지능을 경험해 보았는데, 오늘은 포토샵에서 AI의 능력을 살펴 보겠습니다. 어도비 포토샵 2024에서는 생성형 채우기와 생성형 확장을 통해 작업자가...",2023.10.17.
171,어플리케이션제작 최신 인공지능을 이용하여 경쟁력 갖추는 방법,최신 인공지능을 이용한 어플리케이션 제작 방식은 모든 코딩을 인공지능이 대신해주게 되면서 어플리케이션을 제작하는데 코딩 개발자들이 없이 가능해졌습니다. 인공지능 어플리케이션 제작 방식은 종래의 코딩 위주의 개발 방식에서 벗어나 만들고자 하는 페이지를 계획하고...,2023.06.27.
172,"[양주cctv] 니트회사 물류창고, 화재 관리까지 인공지능으로?","인공지능cctv의 세계는 무궁무진합니다. 안녕하세요. 화재cctv 경기cctv 양주cctv 설치 전문 자비스넷입니다. 365일, 화재의 위험은 우리... 모든 현장 상황은 기본 cctv처럼 인공지능 영상분석을 곁들여 침입 등에도 감지를 하면서 만약 지정된 이상수치 이상으로 실내 환경의...",2023.09.29.
173,[수원cctv] 철공소에 화재 감지가 되는 인공지능cctv를...,"자비스넷은 연기감지카메라를 보유한 유일한 인공지능 보안 업체로 많은 고객님들께서 화재 관련 보안 문의를 주시곤 합니다. 이러한... 보통 화재 감지를 하는 인공지능cctv를 떠올리신다면 열화상카메라를 떠올리시는데, 이 열화상카메라를 포함해 기존 화재 감지기와...",2023.10.04.
174,[생활문화] AI 인공지능을 활용한 블로그 운영,"""AI 인공지능을 활용한 블로그 운영"" 과정에 대해 알아볼게요^^ 어떤 내용을 배우나요? 서초여성인력개발센터 블로그 운영 주제에 관한 인공지능 활용, 계정 설정 및 레이아웃 꾸미기 , 인공지능 서비스 가입 및 활용, 블로그 분석 내용 기반 콘텐츠 생산 연습, 해외 콘텐츠 활용...",2023.09.05.
175,뚜봇아 가정 양육수당 알려줄래 이벤트 안내::인공지능...,대구시 인공지능(ai) 민원상담사 뚜봇! 뚜봇아~ 가정 양육수당 알려줄래? 이벤트 에 대해 대구북구에서 알려드립니다! 자세한 내용은 아래의 게시물을 참고해주세요❗ 뚜봇아~ 가정 양육수당 알려줄래? ✅이벤트 기간 9. 11.(월) ~ 9. 22.(금) ✅당첨자 발표 9. 27.(수) 뚜봇...,2023.09.12.
176,2023 월드IT쇼 SK텔레콤 AI 인공지능 기술과 UAM,"인공지능 스피커로도 괜찮을 것 같네요. A.(에이닷)은 대화형 인공지능 서비스를 지원하는 개인 맞춤형 AI 에이전트입니다. 전용 앱을 통해서는 사용자의 취향에 맞춘 사진 보정, KBO 프로야구 중계, 게임, FLO 음악 추천 등을 즐겨볼 수 있는데요. 최근 업데이트를 통해...",2023.04.28.
177,인공지능 스터디 part1.,(1) 인공지능 why? 고성장이 보이는 섹터 대한민국이 여러가지로 유리한 포지션을 갖춘 산업 투자뿐 아니라 개개인의 삶에서도 반드시... 인공지능이 인터넷 만큼의 성장이 나올지는 솔직히 모르겠습니다. 허나 확실한 건 아직 초기 시장이며 을 사용자들이 앞으로 매년...,2023.09.14.
178,"‘이미지 생성 1타 인공지능‘ 미드저니, 기본 가이드","최근 인공지능 이미지 생성 서비스인 '미드저니(Midjourney)가 사용자 수 1000만명을 돌파했다. 지난 7월에 서비스를 시작해, 11월에 300만명을... 프로필 이미지에 특화된 인공지능, 일본 2D 애니메이션 스타일에 특화된 등 AI 이미지 생성 시장이 갈수록 분화되는 양상을...",2023.02.16.
179,생성형 인공지능 누가누가 잘하나?-GenAI 50,"CB Insights는 8월 8일 전 세계에서 가장 유망한 민간 생성형 인공지능(GenAI) 50개 기업 GenAI 50 수상기업을 발표했다. 2023년 수상 기업 중 16개는 미디어, 엔터테인먼트 캐릭터 애니메이션, 의료 분야 약물 발견 등 산업별 GenAI 사용 사례에 중점을 두고 있다. 20개...",2023.08.11.
180,"인공지능 데이터라벨링, 남녀노소 가능해 (feat. 무료교육...","먼저 이 일에 대해 잘 모르는 분들이 많으실 것 같아 간단히 설명드리자면, 인공지능이 어떠한 데이터를 학습할 수 있도록 그에 맞는... 굉장히 많은 것들이 인공지능화 되어가고 있어요. 그만큼 어떻게 보면 사람이 할 일을 AI가 대신한다고 볼 수 있지만, AI가 사람에 준하는 일을...",2023.10.15.
181,"오산시, 운암뜰 인공지능(AI)시티 도시개발사업 토지주 면담",‘운암뜰 인공지능(AI)시티 도시개발’사업 토지주들과 면담을 가졌습니다. 이날 면담에는 토지주 10여 명이 방문한 가운데 시청 도시개발과 관계자도 참석했는데요. ‘운암뜰 인공지능(AI)시티 도시개발’사업은 오산동 166번지 일원의 약 58만여 제곱미터 면적에 동탄 트램 연결...,2023.08.18.
182,AMD 그래픽카드 스테이블 디퓨전으로 인공지능 사진 만든 소감,"얼마 전 그래픽카드 구매를 할 때, 인공지능 그림 돌리려고 AMD에서 엔비디아로 바꾼다는 글이 몇 개 보이길래 뭔가 했더니~ 스테이블 디퓨전(Stable Diffusion) 일명 webui가 엔비디아 그래픽카드에서 잘 돌아가는 것이었군요. 이웃이신 서타이거 님께서 만드신 ...",2023.05.03.
183,현재 주가조작이 의심되는 종목을 인공지능 바드(Bard)에...,"현재 실험 버전으로 제공되고 있는 구글의 인공지능 서비스 '바드(Bard)'에 ""현재 한국 주식시장에서 주가조작이 진행되고 있는 듯한 종목이... 챗GPT, 바드 같은 인공지능이 놀라움도 주기는 하지만 아직은 정확도 측면에서 가야 할 길은 많이 남은 것 같기는 해 보입니다. 대신 정답이...",2023.06.05.
184,인공지능 AI 골드러쉬 (ft. 닷컴버블 vs 인터넷 붐),"* Wedbush 분석가 Dan Ives에 따르면 주식 시장에서 ""인공지능 AI 골드 러시""가 막 시작되고 있습니다. * 현재의 주식 시장은 닷컴 버블이 터지던 1999년보다 1995년과 더 비슷해 보인다고 말했습니다. * 아이브스는 ""인공지능 혁명이 이제 막 시작되고 있다""고 말했습니다....",2023.07.30.
185,"가온그룹 주가 전망 및 실적 분석 (ft. 로봇, 인공지능 관련주)","로봇, 인공지능 관련주) 안녕하세요. 머니알람입니다. 이번 포스팅에서는 로봇, 인공지능 관련주 중 하나인 가온그룹에 대해서 다뤄보려고 합니다. 가온그룹 주가 전망 및 실적 분석까지 알아보도록 하겠습니다. 먼저 어떤 기업인지 살펴볼까요? 가온그룹은 어떤 기업일까?...",2023.10.03.
186,"새로워진 인공지능 비서 SKT A.(에이닷), 이젠 챗GPT 기능까지","새로워진 인공지능 비서 SKT A.(에이닷), 이젠 챗GPT 기능까지 안녕하세요. 사진&IT 크리에이터 자유분방입니다. SKT의 인공지능 AI 서비스인 A.(에이닷)이 6월 30일 '내 손안의 AI 친구'라는 새로운 슬로건을 기반으로 업데이트되었습니다. 기존에도 영리했던 A.(에이닷)에 어떤...",2023.07.21.
187,"[기회기자단] 경기도, 인공지능 활용해 모두를 위한 예술혁명 실현","6월 12일(월)까지 14일간 열리는 이번 전시회는 경기도와 경기도문화재단이 사전 모집한 예술에 관심이 있는 발달장애인들에게 생성형 인공지능(AI)을 활용해 예술 활동 교육을 하고, 예술가와 협업해 완성한 작품 30점을 전시하는 것입니다. 이번 전시는 을 활용해...",2023.05.31.
188,자율주행과 인공지능 그리고 학습방법,"언어 간 번역에서 신약 설계에 이르기까지 모든 종류의 데이터를 처리하고 모든 작업을 수행할 수 있는 단일 AI 모델 아이디어는 인공 일반 지능(AGI)으로 알려져 있습니다. 어떤 사람들에게는 그것이 모든 인공지능 연구의 궁극적인 목표이고, 다른 사람들에게는 그것이 우리가...",2023.08.09.
189,강사양성 과정] 성공하는 소상공인을 만드는 인공지능 활용법,#김영갑교수 #강사양성과정 #인공지능활용 안녕하세요. 소상공인을 위한 인공지능 활용 전문가 김영갑 교수입니다. 소상공인을 위한 중장년 디지털 강사양성 과정 성공하는 소상공인을 만드는 인공지능 활용법 인공지능 빅데이터 활용 상권분석 온라인마케팅 전문가 김영갑교수...,2023.09.14.
190,"인공지능 챗 chat GPT 의 플러그인, 브라우징 활용법","얼리어답터 리뷰/IT정보 인공지능 챗 chat GPT 의 플러그인, 브라우징 활용법 by 엔돌슨 2023. 5. 23. 인공지능 챗 chat GPT 의 플러그인, 브라우징 활용법 챗GPT 안에서 모든 걸 해결할 수 있게 됩니다. 이제는 호텔 예약, 비행기 예약, 배달 주문, 주식 정보, 날씨 정보 등을...",2023.05.23.
191,인공지능 머신러닝 책 추천-파이썬 3학년 머신러닝의 구조,"♣ 인공지능 머신러닝 책 추천-파이썬 3학년 머신러닝의 구조 선형 회귀, 서포트 벡터 머신, 랜덤 포레스트... 머신러닝을 위해 필수로 익혀야하는 이 개념들을 초등학생도 이해할 수 있게 쉽게 풀이한 책이 있어 소개합니다. 저도 파이썬을 열심히 공부한 초등학생들에게 ...",2023.10.13.
192,"인공지능 속도에 밀려나는 ‘AI 윤리’, 특이점 올까","인공지능은 기본적으로 인간의 지능을 모방하는 기술로, 다양한 분야에서 유용하게 활용되지만 실제로 써 보면 항상 긍정적인 결과를 낳는 것은 아니다. 편리와 효율을 강조하다보니 오히려 인간의 권리나 가치를 침해하거나, 편향과 차별을 야기하거나, 부정적인 목적으로...",2023.03.31.
193,AICE 인공지능 인기 자격증 BASIC 코스,AICE 인공지능 인기 자격증 BASIC 코스 최근 AICE라고 불리는 인공지능 자격증이 인기이다. 대기업 재직자들이 인공지능 자격증 취득을 위해 힘을 쓰고 있다고 한다. AICE 자격증에 대해 알아보도록 하자. AICE 자격증 BASIC 코스 AICE는 AI Certificate for Everyone의 약자로...,2023.07.05.
194,"[이천cctv] 야외 농장, 까다로운 보안을 풀컬러 인공지능...",주변이 어두워도 문제 없는 보안카메라 안녕하세요 인공지능 경기cctv 이천cctv 설치 전문 자비스넷입니다. 자비스넷에선 여러가지... 자비스넷이 제일 중요하게 여기는 것은 신속하고 편리한 보안으로 이러한 화재를 비롯해 카메라에 침입 현황이 보일 시 영상분석...,2023.10.12.
195,"[경제/사회] 구글 인공지능 채팅 gpt, BARD 후기","오늘은 구글 인공지능 채팅을 해봤는데요. 한 번 소개해보려 해요. 이렇게 구글에 BARD를 검색하면 바로 나와요. 프롬포트 입력하는 곳에... © markusspiske, 출처 Unsplash 이러한 BARD라는 인공지능 채팅에서 얻을 수 있는 정보는 정말 빠르고 쉽게 얻을 수 있어요. 다만, 이 글에 대한...",2023.06.08.
196,미국펀드투자 자동매매도 AI인공지능펀드로 해보기,"파파코로 미국펀드투자 자동매매 해보기 주식시장에서도 비약적으로 인공지능 기술이 발전하면서, 손 하나 까딱 안 하고 주식을... 인공지능 주식투자 플랫폼 [ 파파코 ] 오늘 소개해 드릴 인공지능 주식투자 플랫폼 [파파코]역시, 자동으로 펀딩을 해서, 레버리지와 인버스에...",2023.09.15.
197,광주인공지능사관학교 4기 교육생 2차 모집 중!,세계로 도약하는 No.1 AI 핵심인재양성의 산실 광주인공지능사관학교에서 4기 교생을 모집합니다! [ 모집기간 ] 2023.03.01.(수) ~ 03.31.... 광주인공지능사관학교 홈페이지 신청 https://gj-aischool.or.kr/ [ 문 의 ] 운영사무국 062)710-3257~9 2020년 개교한...,2023.03.09.
198,10초 만에 답을 알려주는 인공지능? 챗GPT!,"한국 IDC에 따르면 국내 인공지능 시장은 전반적인 성장세를 보이고 있습니다. 그 중, 최근 높은 관심을 받고 있는 챗GPT를 아시나요? 챗GPT란 대화형 인공지능으로 현재 대화형 인공지능 분야에서 가장 발전된 기술 중 하나인 오픈AI의 GPT-3.5로 학습된 대규모 언어 모델입니다....",2023.05.04.
199,제품 촬영도 이젠 인공지능 시대 AI 마케팅 현재 무료 서비스,요즘 인공지능이 다양한 분야에서 활동하는데요. 앞으로 우리가 살아갈 사회 여러 분야에서 인공지능이 어디까지 발전할지 궁금해져 갑니다. 오늘은 제품 촬영한 이미지를 인공지능을 통해 다양한 이미지로 만드는 사이트를 소개해 드리겠습니다. 제품의 배경을 멋집 이미지로...,2023.08.07.
200,우리나라 교육과정을 알고 있는 토종 생성형 인공지능...,하이퍼클로바 엑스가 한글 데이터에 기반을 둔 인공지능 서비스이다. 교사 입장에서 제일 먼저 확인해 보고 싶은 것은 우리나라... 하지만 챗GPT나 다른 외국 생성형 인공지능 서비스들이 활용하는 데이터에는 우리나라 교육과정이 반영되지 않고 있다. 교육과정에 대한 질문을 하면...,2023.08.26.
201,인공지능- 음악을 작곡하는 AI도구,"인공지능 - 음악을 작곡하는 AI도구 [생성형 음악 제작 도구] 1. AudioCraft 2. OpenAI Jukebox 와 MuseNet 3. Amper Music 4. Soundful 5. AIVA (Artificial Intelligence Virtual Artist) 6. Ecrett Music 7. Soundraw 8. Amadeus Code 가트너의 설문조사에 따르면, 을 사용한 적이 있는...",2023.08.09.
202,구글이 만든 인공지능 서비스 챗봇 구글 바드 사용해보기,이미 사용해 보신분도 있겠지만 구글이 지난 구글I/O때 공개한 구글의 인공지능 서비스 챗봇 구글 바드를 이제 누구나 사용할 수 있도록... 즉 인공지능 서비스가 보여주는 답변이 항상 정답은 아닙니다. 그러나 아래와 같이 객관적인 답이 정해진 문제에 대한 답변은 꽤 정확하게...,2023.05.16.
203,"[양평cctv] 전체적인 건물 관리, 인공지능cctv와 함께하세요!","자비스넷은 인공지능 영상보안 전문 업체로 모든 제품군에 인공지능 기술을 적용하고 있습니다. 이 인공지능 기술엔 실시간 객체분류, 침입감지, 투기감지, 군집감지, 주정차감지 기능이 포함되며 상황이 발생할 시 인공지능이 실시간으로 분석, 사용자에게 바로 알림을...",2023.09.15.
204,"‘인공지능 스마트 소화기’로 재난은 막고, 안전한 세상 만들고","[이 주의 조달청 혁신제품] 재난 예방 혁신제품 해외수출 ① 인공지능 스마트 소화기 ‘조달청 혁신제품’을 아시나요? 공공성과 기술성이... ‘인공지능 스마트 소화기’로 재난은 막고, 안전한 세상 만들고 지난달 가슴 아픈 사고가 있었습니다. 유례없던 폭우로 충북 청주...",2023.08.09.
205,"[Specialized Info] 잃어버린 아이들, 인공지능이 찾아낸다면?","인상 착의와 주변 CCTV 활용 한국과학기술연구원(KIST)은 2018년부터 실종 아동 찾기에 인공지능(AI) 기술을 접목하는 연구를 해오고... KTL, 인공지능 발전 위해 힘 보탤 터 이렇듯 인공지능은 우리 생활에 엄청난 변화와 예상 못할 혜택을 줄 수 있습니다. KTL 역시 기술...",2023.07.20.
206,"[이천cctv] 편의점, 인공지능으로 절도 등 사건을 관리하다.","우리 가게가 안전할 수 있는 이유, 인공지능cctv가 지켜주기 때문입니다. 안녕하세요 인공지능 경기cctv 이천cctv 설치 전문 자비스넷입니다. 편의점에선 심심치 않게 작고 큰 절도사건을 마주하게 됩니다. 보통 편의점은 한 명, 많으면 적어도 두 명이 일하는 구조입니다....",2023.09.29.
207,인공지능과 영어회화 챗GPT 영어회화,일단 챗GPT는 인공지능으로 사람이 물어보는 것을 요약을 해서 설명해 주지만 상당히 긴 지문으로 대답을 합니다. 영어회화의 경우 서로... 챗GPT 영어회화 저자 반병현 출판 생능북스 발매 미등록 #영어회과 #반병현 #김연정 #챗GPT영어회화 #영어회화 #생능출판사...,2023.08.06.
